WAVY_ID:Dado:Timestamp
WAVY01:41.700484,-8.829774:2025-01-01-00-00-25
WAVY01:38.530462,-8.890104:2025-01-01-00-01-10
WAVY02:41.699593,-8.830397:2025-01-01-00-01-15
WAVY02:41.700296,-8.829826:2025-01-01-00-01-20
WAVY02:41.699805,-8.830335:2025-01-01-00-01-25
WAVY02:41.700121,-8.830401:2025-01-01-00-01-30
WAVY02:41.700387,-8.830125:2025-01-01-00-01-35
WAVY01:38.530077,-8.890057:2025-01-01-00-01-15
WAVY01:38.530228,-8.889774:2025-01-01-00-01-20
WAVY01:38.529534,-8.890402:2025-01-01-00-01-25
WAVY01:38.530484,-8.889618:2025-01-01-00-01-30
WAVY01:38.529514,-8.889613:2025-01-01-00-01-35
WAVY02:41.699577,-8.830199:2025-01-01-00-01-40
WAVY02:41.699983,-8.829975:2025-01-01-00-01-45
WAVY02:41.700493,-8.830021:2025-01-01-00-01-50
WAVY02:41.699771,-8.830419:2025-01-01-00-01-55
WAVY02:41.700477,-8.829587:2025-01-01-00-02-00
WAVY02:41.700457,-8.829581:2025-01-01-00-02-05
WAVY02:41.699539,-8.830007:2025-01-01-00-02-10
WAVY02:41.699931,-8.830172:2025-01-01-00-02-15
WAVY02:41.700389,-8.830250:2025-01-01-00-02-20
WAVY02:41.699912,-8.829624:2025-01-01-00-02-25
WAVY01:38.529904,-8.890423:2025-01-01-00-01-40
WAVY01:38.529720,-8.890404:2025-01-01-00-01-45
WAVY01:38.530311,-8.889977:2025-01-01-00-01-50
WAVY01:38.530265,-8.889885:2025-01-01-00-01-55
WAVY01:38.529838,-8.889742:2025-01-01-00-02-00
WAVY02:41.700126,-8.829775:2025-01-01-00-02-30
WAVY02:41.699665,-8.829905:2025-01-01-00-02-35
WAVY02:41.699804,-8.829565:2025-01-01-00-02-40
WAVY02:41.699751,-8.829663:2025-01-01-00-02-45
WAVY02:41.700280,-8.829807:2025-01-01-00-02-50
WAVY01:38.529651,-8.889744:2025-01-01-00-02-05
WAVY01:38.529609,-8.890188:2025-01-01-00-02-10
WAVY01:38.530342,-8.889569:2025-01-01-00-02-15
WAVY01:38.529992,-8.890360:2025-01-01-00-02-20
WAVY01:38.530020,-8.890176:2025-01-01-00-02-25
WAVY02:41.699870,-8.830168:2025-01-01-00-02-55
WAVY02:41.700240,-8.829501:2025-01-01-00-03-00
WAVY02:41.699578,-8.830202:2025-01-01-00-03-05
WAVY02:41.699719,-8.829513:2025-01-01-00-03-10
WAVY02:41.700252,-8.830498:2025-01-01-00-03-15
WAVY01:38.530003,-8.889567:2025-01-01-00-02-30
WAVY01:38.529558,-8.890130:2025-01-01-00-02-35
WAVY01:38.530106,-8.890046:2025-01-01-00-02-40
WAVY01:38.529897,-8.890416:2025-01-01-00-02-45
WAVY01:38.529568,-8.889530:2025-01-01-00-02-50
WAVY01:38.529881,-8.889971:2025-01-01-00-02-55
WAVY01:38.530444,-8.889637:2025-01-01-00-03-00
WAVY01:38.529518,-8.890258:2025-01-01-00-03-05
WAVY01:38.529816,-8.889648:2025-01-01-00-03-10
WAVY01:38.529944,-8.889910:2025-01-01-00-03-15
WAVY02:41.700200,-8.829741:2025-01-01-00-03-20
WAVY02:41.699685,-8.829938:2025-01-01-00-03-25
WAVY02:41.699962,-8.830075:2025-01-01-00-03-30
WAVY02:41.700178,-8.829953:2025-01-01-00-03-35
WAVY02:41.699821,-8.829801:2025-01-01-00-03-40
WAVY01:38.530343,-8.889575:2025-01-01-00-03-20
WAVY01:38.530316,-8.889540:2025-01-01-00-03-25
WAVY01:38.529678,-8.889887:2025-01-01-00-03-30
WAVY01:38.529833,-8.890420:2025-01-01-00-03-35
WAVY01:38.530160,-8.889775:2025-01-01-00-03-40
WAVY02:41.699529,-8.829972:2025-01-01-00-03-45
WAVY02:41.700212,-8.829998:2025-01-01-00-03-50
WAVY02:41.700303,-8.829902:2025-01-01-00-03-55
WAVY02:41.699872,-8.830208:2025-01-01-00-04-00
WAVY02:41.700102,-8.829871:2025-01-01-00-04-05
WAVY02:41.700057,-8.829986:2025-01-01-00-04-10
WAVY02:41.699971,-8.829508:2025-01-01-00-04-15
WAVY02:41.699673,-8.830032:2025-01-01-00-04-20
WAVY02:41.699565,-8.829992:2025-01-01-00-04-25
WAVY02:41.699684,-8.830201:2025-01-01-00-04-30
WAVY01:38.530389,-8.890169:2025-01-01-00-03-45
WAVY01:38.529889,-8.889569:2025-01-01-00-03-50
WAVY01:38.529566,-8.890302:2025-01-01-00-03-55
WAVY01:38.529564,-8.889699:2025-01-01-00-04-00
WAVY01:38.530368,-8.890166:2025-01-01-00-04-05
WAVY02:41.700202,-8.830297:2025-01-01-00-04-35
WAVY02:41.700121,-8.830316:2025-01-01-00-04-40
WAVY02:41.700188,-8.829766:2025-01-01-00-04-45
WAVY02:41.700323,-8.829860:2025-01-01-00-04-50
WAVY02:41.700375,-8.830372:2025-01-01-00-04-55
WAVY01:38.530455,-8.890151:2025-01-01-00-04-10
WAVY01:38.530195,-8.889501:2025-01-01-00-04-15
WAVY01:38.529600,-8.890185:2025-01-01-00-04-20
WAVY01:38.529620,-8.889545:2025-01-01-00-04-25
WAVY01:38.530066,-8.889703:2025-01-01-00-04-30
WAVY02:41.699539,-8.830052:2025-01-01-00-05-00
WAVY02:41.700089,-8.830235:2025-01-01-00-05-05
WAVY02:41.700358,-8.830033:2025-01-01-00-05-10
WAVY02:41.699800,-8.830147:2025-01-01-00-05-15
WAVY02:41.700338,-8.829752:2025-01-01-00-05-20
WAVY01:38.530004,-8.890072:2025-01-01-00-04-35
WAVY01:38.529722,-8.890162:2025-01-01-00-04-40
WAVY01:38.529792,-8.889940:2025-01-01-00-04-45
WAVY01:38.530159,-8.890496:2025-01-01-00-04-50
WAVY01:38.530057,-8.890276:2025-01-01-00-04-55
WAVY02:41.699948,-8.830370:2025-01-01-00-05-25
WAVY02:41.700384,-8.830069:2025-01-01-00-05-30
WAVY02:41.700455,-8.829601:2025-01-01-00-05-35
WAVY02:41.700310,-8.829527:2025-01-01-00-05-40
WAVY02:41.699824,-8.830490:2025-01-01-00-05-45
WAVY01:38.530360,-8.890001:2025-01-01-00-05-00
WAVY01:38.529869,-8.889672:2025-01-01-00-05-05
WAVY01:38.530050,-8.890017:2025-01-01-00-05-10
WAVY01:38.530217,-8.889972:2025-01-01-00-05-15
WAVY01:38.530086,-8.890400:2025-01-01-00-05-20
WAVY02:41.700459,-8.829955:2025-01-01-00-05-50
WAVY02:41.699537,-8.829724:2025-01-01-00-05-55
WAVY02:41.700431,-8.830075:2025-01-01-00-06-00
WAVY02:41.699509,-8.830300:2025-01-01-00-06-05
WAVY02:41.700252,-8.829763:2025-01-01-00-06-10
WAVY01:38.529535,-8.890436:2025-01-01-00-05-25
WAVY01:38.530368,-8.890074:2025-01-01-00-05-30
WAVY01:38.529690,-8.890077:2025-01-01-00-05-35
WAVY01:38.529833,-8.889775:2025-01-01-00-05-40
WAVY01:38.529870,-8.889883:2025-01-01-00-05-45
WAVY01:38.529576,-8.890224:2025-01-01-00-05-50
WAVY01:38.529862,-8.890438:2025-01-01-00-05-55
WAVY01:38.529894,-8.889870:2025-01-01-00-06-00
WAVY01:38.530377,-8.890322:2025-01-01-00-06-05
WAVY01:38.529836,-8.890380:2025-01-01-00-06-10
WAVY02:41.699531,-8.830052:2025-01-01-00-06-15
WAVY02:41.699872,-8.830205:2025-01-01-00-06-20
WAVY02:41.700452,-8.830451:2025-01-01-00-06-25
WAVY02:41.700014,-8.829729:2025-01-01-00-06-30
WAVY02:41.700398,-8.830355:2025-01-01-00-06-35
WAVY01:38.529566,-8.890166:2025-01-01-00-06-15
WAVY01:38.530440,-8.889780:2025-01-01-00-06-20
WAVY01:38.529735,-8.889711:2025-01-01-00-06-25
WAVY01:38.530158,-8.890331:2025-01-01-00-06-30
WAVY01:38.529557,-8.890208:2025-01-01-00-06-35
WAVY01:38.529636,-8.890411:2025-01-01-00-06-40
WAVY01:38.529508,-8.890228:2025-01-01-00-06-45
WAVY01:38.529558,-8.890172:2025-01-01-00-06-50
WAVY01:38.530479,-8.889602:2025-01-01-00-06-55
WAVY01:38.530136,-8.890408:2025-01-01-00-07-00
WAVY01:38.530063,-8.889582:2025-01-01-00-07-05
WAVY01:38.530410,-8.889708:2025-01-01-00-07-10
WAVY01:38.529708,-8.889883:2025-01-01-00-07-15
WAVY01:38.529569,-8.889756:2025-01-01-00-07-20
WAVY01:38.530128,-8.889665:2025-01-01-00-07-25
WAVY02:41.700343,-8.830132:2025-01-01-00-06-40
WAVY02:41.700475,-8.830011:2025-01-01-00-06-45
WAVY02:41.700401,-8.829773:2025-01-01-00-06-50
WAVY02:41.700020,-8.829743:2025-01-01-00-06-55
WAVY02:41.699714,-8.830311:2025-01-01-00-07-00
WAVY01:38.530136,-8.890137:2025-01-01-00-07-30
WAVY01:38.529560,-8.890169:2025-01-01-00-07-35
WAVY01:38.530486,-8.889754:2025-01-01-00-07-40
WAVY01:38.530355,-8.890064:2025-01-01-00-07-45
WAVY01:38.530017,-8.889602:2025-01-01-00-07-50
WAVY01:38.530068,-8.889605:2025-01-01-00-07-55
WAVY01:38.530226,-8.889685:2025-01-01-00-08-00
WAVY01:38.529847,-8.889726:2025-01-01-00-08-05
WAVY01:38.529665,-8.889645:2025-01-01-00-08-10
WAVY01:38.529978,-8.890321:2025-01-01-00-08-15
WAVY02:41.700154,-8.830488:2025-01-01-00-07-05
WAVY02:41.700308,-8.830346:2025-01-01-00-07-10
WAVY02:41.699679,-8.829937:2025-01-01-00-07-15
WAVY02:41.699646,-8.830163:2025-01-01-00-07-20
WAVY02:41.700234,-8.830276:2025-01-01-00-07-25
WAVY01:38.530199,-8.889591:2025-01-01-00-08-20
WAVY01:38.529871,-8.889719:2025-01-01-00-08-25
WAVY01:38.530467,-8.890395:2025-01-01-00-08-30
WAVY01:38.529758,-8.889701:2025-01-01-00-08-35
WAVY01:38.530021,-8.889966:2025-01-01-00-08-40
WAVY02:41.700387,-8.829955:2025-01-01-00-07-30
WAVY02:41.700172,-8.829528:2025-01-01-00-07-35
WAVY02:41.700164,-8.830132:2025-01-01-00-07-40
WAVY02:41.699926,-8.829672:2025-01-01-00-07-45
WAVY02:41.699799,-8.829771:2025-01-01-00-07-50
WAVY01:38.530270,-8.890004:2025-01-01-00-08-45
WAVY01:38.529727,-8.889752:2025-01-01-00-08-50
WAVY01:38.529880,-8.890452:2025-01-01-00-08-55
WAVY01:38.530116,-8.889593:2025-01-01-00-09-00
WAVY01:38.530086,-8.890281:2025-01-01-00-09-05
WAVY02:41.699657,-8.830248:2025-01-01-00-07-55
WAVY02:41.700249,-8.830414:2025-01-01-00-08-00
WAVY02:41.700270,-8.830219:2025-01-01-00-08-05
WAVY02:41.700368,-8.830215:2025-01-01-00-08-10
WAVY02:41.700173,-8.830305:2025-01-01-00-08-15
WAVY01:38.530136,-8.890263:2025-01-01-00-09-10
WAVY01:38.529528,-8.890043:2025-01-01-00-09-15
WAVY01:38.530124,-8.890141:2025-01-01-00-09-20
WAVY01:38.529883,-8.890156:2025-01-01-00-09-25
WAVY01:38.529891,-8.889552:2025-01-01-00-09-30
WAVY01:38.529886,-8.889788:2025-01-01-00-09-35
WAVY01:38.529974,-8.889761:2025-01-01-00-09-40
WAVY01:38.529983,-8.889865:2025-01-01-00-09-45
WAVY01:38.530081,-8.890392:2025-01-01-00-09-50
WAVY01:38.530345,-8.890171:2025-01-01-00-09-55
WAVY02:41.699582,-8.830245:2025-01-01-00-08-20
WAVY02:41.700366,-8.830239:2025-01-01-00-08-25
WAVY02:41.700210,-8.829760:2025-01-01-00-08-30
WAVY02:41.699598,-8.830220:2025-01-01-00-08-35
WAVY02:41.700078,-8.829921:2025-01-01-00-08-40
WAVY01:38.529908,-8.890338:2025-01-01-00-10-00
WAVY01:38.530076,-8.889987:2025-01-01-00-10-05
WAVY01:38.529860,-8.889620:2025-01-01-00-10-10
WAVY01:38.529555,-8.889728:2025-01-01-00-10-15
WAVY01:38.530453,-8.890088:2025-01-01-00-10-20
WAVY02:41.700418,-8.829777:2025-01-01-00-08-45
WAVY02:41.700310,-8.829931:2025-01-01-00-08-50
WAVY02:41.699525,-8.829619:2025-01-01-00-08-55
WAVY02:41.699900,-8.829754:2025-01-01-00-09-00
WAVY02:41.699680,-8.829523:2025-01-01-00-09-05
WAVY01:38.529503,-8.890232:2025-01-01-00-10-25
WAVY01:38.529673,-8.890332:2025-01-01-00-10-30
WAVY01:38.530064,-8.889771:2025-01-01-00-10-35
WAVY01:38.529626,-8.889762:2025-01-01-00-10-40
WAVY01:38.530009,-8.890360:2025-01-01-00-10-45
WAVY02:41.699997,-8.829649:2025-01-01-00-09-10
WAVY02:41.699842,-8.830238:2025-01-01-00-09-15
WAVY02:41.699960,-8.830140:2025-01-01-00-09-20
WAVY02:41.700011,-8.829947:2025-01-01-00-09-25
WAVY02:41.700476,-8.830072:2025-01-01-00-09-30
WAVY01:38.529896,-8.890118:2025-01-01-00-10-50
WAVY01:38.529999,-8.890060:2025-01-01-00-10-55
WAVY01:38.530218,-8.890220:2025-01-01-00-11-00
WAVY01:38.529724,-8.890304:2025-01-01-00-11-05
WAVY01:38.530030,-8.889626:2025-01-01-00-11-10
WAVY02:41.700291,-8.829756:2025-01-01-00-09-35
WAVY02:41.700170,-8.829784:2025-01-01-00-09-40
WAVY02:41.699660,-8.830068:2025-01-01-00-09-45
WAVY02:41.699601,-8.830086:2025-01-01-00-09-50
WAVY02:41.699626,-8.830311:2025-01-01-00-09-55
WAVY02:41.699769,-8.829931:2025-01-01-00-10-00
WAVY02:41.699536,-8.830367:2025-01-01-00-10-05
WAVY02:41.699730,-8.829657:2025-01-01-00-10-10
WAVY02:41.699843,-8.830316:2025-01-01-00-10-15
WAVY02:41.700273,-8.829701:2025-01-01-00-10-20
WAVY01:38.529829,-8.889728:2025-01-01-00-11-15
WAVY01:38.530075,-8.890484:2025-01-01-00-11-20
WAVY01:38.529812,-8.890323:2025-01-01-00-11-25
WAVY01:38.530065,-8.889643:2025-01-01-00-11-30
WAVY01:38.529686,-8.890195:2025-01-01-00-11-35
WAVY02:41.699560,-8.830003:2025-01-01-00-10-25
WAVY02:41.699881,-8.829820:2025-01-01-00-10-30
WAVY02:41.700282,-8.830386:2025-01-01-00-10-35
WAVY02:41.700014,-8.830244:2025-01-01-00-10-40
WAVY02:41.700325,-8.829853:2025-01-01-00-10-45
WAVY01:38.529759,-8.890499:2025-01-01-00-11-40
WAVY01:38.529572,-8.889994:2025-01-01-00-11-45
WAVY01:38.529796,-8.889660:2025-01-01-00-11-50
WAVY01:38.530368,-8.889808:2025-01-01-00-11-55
WAVY01:38.530023,-8.890456:2025-01-01-00-12-00
WAVY02:41.700142,-8.830456:2025-01-01-00-10-50
WAVY02:41.700347,-8.829789:2025-01-01-00-10-55
WAVY02:41.700342,-8.830170:2025-01-01-00-11-00
WAVY02:41.699570,-8.829984:2025-01-01-00-11-05
WAVY02:41.700284,-8.830386:2025-01-01-00-11-10
WAVY01:38.530324,-8.890293:2025-01-01-00-12-05
WAVY01:38.529971,-8.889692:2025-01-01-00-12-10
WAVY01:38.530425,-8.890008:2025-01-01-00-12-15
WAVY01:38.529745,-8.889576:2025-01-01-00-12-20
WAVY01:38.530221,-8.890280:2025-01-01-00-12-25
WAVY02:41.699816,-8.830406:2025-01-01-00-00-00
WAVY02:41.699591,-8.829823:2025-01-01-00-00-05
WAVY02:41.699755,-8.830202:2025-01-01-00-00-10
WAVY02:41.700293,-8.829592:2025-01-01-00-00-15
WAVY02:41.699945,-8.830403:2025-01-01-00-00-20
WAVY01:39.739996,-8.810296:2025-01-01-00-00-00
WAVY01:39.739591,-8.809823:2025-01-01-00-00-05
WAVY01:39.739755,-8.810202:2025-01-01-00-00-10
WAVY01:39.740293,-8.809592:2025-01-01-00-00-15
WAVY01:39.739945,-8.810403:2025-01-01-00-00-20
WAVY02:41.700463,-8.829645:2025-01-01-00-00-25
WAVY02:41.700143,-8.829503:2025-01-01-00-00-30
WAVY02:41.699746,-8.829844:2025-01-01-00-00-35
WAVY02:41.700190,-8.830103:2025-01-01-00-00-40
WAVY02:41.700236,-8.829871:2025-01-01-00-00-45
WAVY01:39.740463,-8.809645:2025-01-01-00-00-25
WAVY01:39.740269,-8.809591:2025-01-01-00-00-30
WAVY01:39.740156,-8.809883:2025-01-01-00-00-35
WAVY01:39.739699,-8.809753:2025-01-01-00-00-40
WAVY01:39.740434,-8.809695:2025-01-01-00-00-45
WAVY01:39.739719,-8.809671:2025-01-01-00-00-50
WAVY01:39.739741,-8.809571:2025-01-01-00-00-55
WAVY01:39.740165,-8.809776:2025-01-01-00-01-00
WAVY01:39.740364,-8.809521:2025-01-01-00-01-05
WAVY01:39.740311,-8.809622:2025-01-01-00-01-10
WAVY01:39.739709,-8.809726:2025-01-01-00-01-15
WAVY01:39.740492,-8.810109:2025-01-01-00-01-20
WAVY01:39.740324,-8.809793:2025-01-01-00-01-25
WAVY01:39.739501,-8.810467:2025-01-01-00-01-30
WAVY01:39.739616,-8.809895:2025-01-01-00-01-35
WAVY02:41.699549,-8.830453:2025-01-01-00-00-50
WAVY02:41.699957,-8.830350:2025-01-01-00-00-55
WAVY02:41.699596,-8.830435:2025-01-01-00-01-00
WAVY02:41.699739,-8.829785:2025-01-01-00-01-05
WAVY02:41.699848,-8.830213:2025-01-01-00-01-10
WAVY02:41.700439,-8.830338:2025-01-01-00-01-15
WAVY02:41.700227,-8.830364:2025-01-01-00-01-20
WAVY02:41.699734,-8.830115:2025-01-01-00-01-25
WAVY02:41.699853,-8.830342:2025-01-01-00-01-30
WAVY02:41.700282,-8.830382:2025-01-01-00-01-35
WAVY01:39.740223,-8.810299:2025-01-01-00-01-40
WAVY01:39.740253,-8.810398:2025-01-01-00-01-45
WAVY01:39.739621,-8.809511:2025-01-01-00-01-50
WAVY01:39.740023,-8.810245:2025-01-01-00-01-55
WAVY01:39.740496,-8.809926:2025-01-01-00-02-00
WAVY02:41.700081,-8.829948:2025-01-01-00-01-40
WAVY02:41.699788,-8.830073:2025-01-01-00-01-45
WAVY02:41.700489,-8.829962:2025-01-01-00-01-50
WAVY02:41.700038,-8.830496:2025-01-01-00-01-55
WAVY02:41.700496,-8.829926:2025-01-01-00-02-00
WAVY01:39.740036,-8.810190:2025-01-01-00-02-05
WAVY01:39.739872,-8.810321:2025-01-01-00-02-10
WAVY01:39.739636,-8.810075:2025-01-01-00-02-15
WAVY01:39.739970,-8.809576:2025-01-01-00-02-20
WAVY01:39.739725,-8.809828:2025-01-01-00-02-25
WAVY02:41.699804,-8.829964:2025-01-01-00-02-05
WAVY02:41.700105,-8.830124:2025-01-01-00-02-10
WAVY02:41.699915,-8.829616:2025-01-01-00-02-15
WAVY02:41.700241,-8.830270:2025-01-01-00-02-20
WAVY02:41.700457,-8.830246:2025-01-01-00-02-25
